player_name,college,draft_year,draft_round,draft_number,POSTSEASON,ranked_college,CONF
Jaylen Nowell,Washington,2019,2,43,R32,True,P12
Jaylen Brown,California,2016,1,3,R64,True,P12
Jaxson Hayes,Texas-Austin,2019,1,8,Unranked,False,Unranked / Non-NCAA
Jarrett Culver,Texas Tech,2019,1,6,2ND,True,B12
Jarrett Allen,Texas-Austin,2017,1,22,Unranked,False,Unranked / Non-NCAA
Jarrell Brantley,College of Charleston,2019,2,50,Unranked,False,CAA
Jaren Jackson Jr.,Michigan State,2018,1,4,R32,True,B10
Ja Morant,Murray State,2019,1,2,R32,True,OVC
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Georges Niang,Iowa State,2016,2,50,S16,True,B12
Gary Trent Jr.,Duke,2018,2,37,E8,True,ACC
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Jerome Robinson,Boston College,2018,1,13,Unranked,False,Unranked / Non-NCAA
Frank Mason,Kansas,2017,2,34,E8,True,B12
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Grant Williams,Tennessee,2019,1,22,S16,True,SEC
J.P. Macura,Xavier,2018,0,0,R32,True,BE
Isaiah Roby,Nebraska-Lincoln,2019,2,45,Unranked,False,Unranked / Non-NCAA
Ignas Brazdeikis,Michigan,2019,2,47,S16,True,B10
Henry Ellenson,Marquette,2016,1,18,Unranked,False,BE
Harry Giles III,Duke,2017,1,20,R32,True,ACC
Hamidou Diallo,Kentucky,2018,2,45,S16,True,SEC
Grayson Allen,Duke,2018,1,21,E8,True,ACC
Jevon Carter,West Virginia,2018,2,32,S16,True,B12
Kostas Antetokounmpo,Dayton,2018,2,60,Unranked,False,A10
Kevin Porter Jr.,Southern California,2019,1,30,Unranked,False,P12
Kevin Knox II,Kentucky,2018,1,9,S16,True,SEC
Kevin Huerter,Maryland,2018,1,19,Unranked,False,B10
Kevin Hervey,Texas-Arlington,2018,2,57,Unranked,False,Unranked / Non-NCAA
Kentavious Caldwell-Pope,Georgia,2013,1,8,Unranked,False,SEC
Kevon Looney,UCLA,2015,1,30,S16,True,P12
Kelly Oubre Jr.,Kansas,2015,1,15,R32,True,B12
Kelly Olynyk,Gonzaga,2013,1,13,R32,True,WCC
Keldon Johnson,Kentucky,2019,1,29,E8,True,SEC
Keita Bates-Diop,Ohio State,2018,2,48,R32,True,B10
Khyri Thomas,Creighton,2018,2,38,R64,True,BE
Larry Nance Jr.,Wyoming,2015,1,27,R64,True,MWC
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Landry Shamet,Wichita State,2018,1,26,R64,True,MVC
Kyle Kuzma,Utah,2017,1,27,Unranked,False,P12
Kyle Guy,Virginia,2019,2,55,Champions,True,ACC
Kyle Anderson,UCLA,2014,1,30,S16,True,P12
Kris Dunn,Providence,2016,1,5,R32,True,BE
Karl-Anthony Towns,Kentucky,2015,1,1,F4,True,SEC
Kadeem Allen,Arizona,2017,2,53,S16,True,P12
KZ Okpala,Stanford,2019,2,32,Unranked,False,P12
Jordan McRae,Tennessee,2014,2,58,S16,True,SEC
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Jordan Bone,Tennessee,2019,2,57,S16,True,SEC
Jordan Bell,Oregon,2017,2,38,F4,True,P12
Jonathan Isaac,Florida State,2017,1,6,R32,True,ACC
Jonah Bolden,UCLA,2017,2,36,S16,True,P12
John Collins,Wake Forest,2017,1,19,R68,True,ACC
Joel Embiid,Kansas,2014,1,3,R32,True,B12
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Joe Chealey,College of Charleston,2018,0,0,R64,True,CAA
Jordan Poole,Michigan,2019,1,28,S16,True,B10
Josh Jackson,Kansas,2017,1,4,E8,True,B12
Justise Winslow,Duke,2015,1,10,Champions,True,ACC
Justin Wright-Foreman,Hofstra,2019,2,53,Unranked,False,Unranked / Non-NCAA
Justin Robinson,Virginia Tech ,2019,0,0,S16,True,ACC
Justin Patton,Creighton,2017,1,16,R64,True,BE
Justin James,Wyoming,2019,2,40,Unranked,False,MWC
Justin Jackson,North Carolina,2017,1,15,Champions,True,ACC
Justin Anderson,Virginia,2015,1,21,R32,True,ACC
Julius Randle,Kentucky,2014,1,7,2ND,True,SEC
Josh Richardson,Tennessee,2015,2,40,Unranked,False,SEC
Josh Okogie,Georgia Tech,2018,1,20,Unranked,False,ACC
Josh Hart,Villanova,2017,1,30,R32,True,BE
Frank Jackson,Duke,2017,2,31,R32,True,ACC
Bam Adebayo,Kentucky,2017,1,14,E8,True,SEC
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Buddy Hield,Oklahoma,2016,1,6,F4,True,B12
Bruno Fernando,Maryland,2019,2,34,R32,True,B10
Caleb Swanigan,Purdue,2017,1,26,S16,True,B10
Bruce Brown,Miami,2018,2,42,Unranked,False,Unranked / Non-NCAA
Brandon Ingram,Duke,2016,1,2,S16,True,ACC
Brandon Clarke,Gonzaga,2019,1,21,E8,True,WCC
Cam Reddish,Duke,2019,1,10,E8,True,ACC
Cameron Johnson,North Carolina,2019,1,11,S16,True,ACC
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
Chimezie Metu,Southern California,2018,2,49,Unranked,False,P12
Cheick Diallo,Kansas,2016,2,33,E8,True,B12
Chasson Randle,Stanford,2015,0,0,Unranked,False,P12
Chandler Hutchison,Boise State,2018,1,22,Unranked,False,MWC
Carsen Edwards,Purdue,2019,2,33,E8,True,B10
Caris LeVert,Michigan,2016,1,20,R64,True,B10
Bol Bol,Oregon,2019,2,44,S16,True,P12
Coby White,North Carolina,2019,1,7,S16,True,ACC
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Allonzo Trier,Arizona,2018,0,0,R64,True,P12
Allen Crabbe,California,2013,2,31,R32,True,P12
Alize Johnson,Missouri State,2018,2,50,Unranked,False,Unranked / Non-NCAA
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Amile Jefferson,Duke,2017,0,0,R32,True,ACC
Admiral Schofield,Tennessee,2019,2,42,S16,True,SEC
Abdel Nader,Iowa State,2016,2,58,S16,True,B12
Aaron Holiday,UCLA,2018,1,23,R68,True,P12
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Lauri Markkanen,Arizona,2017,1,7,S16,True,P12
Ben Simmons,Louisiana State,2016,1,1,Unranked,False,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Cody Martin,Nevada-Reno,2019,2,36,Unranked,False,Unranked / Non-NCAA
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Collin Sexton,Alabama,2018,1,8,R32,True,SEC
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Donte DiVincenzo,Villanova,2018,1,17,Champions,True,BE
Donovan Mitchell,Louisville,2017,1,13,R32,True,BE
Domantas Sabonis,Gonzaga,2016,1,11,S16,True,WCC
Dillon Brooks,Oregon,2017,2,45,F4,True,P12
Dewan Hernandez,Miami,2019,2,59,Unranked,False,Unranked / Non-NCAA
Devonte' Graham,Kansas,2018,2,34,F4,True,B12
Devon Hall,Virginia,2018,2,53,R64,True,ACC
Devin Booker,Kentucky,2015,1,13,F4,True,SEC
Derrick White,Colorado,2017,1,29,Unranked,False,P12
Eric Paschall,Villanova,2019,2,41,R32,True,BE
Eric Mika,Brigham Young,2017,0,0,Unranked,False,Unranked / Non-NCAA
Elfrid Payton,Louisana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Edmond Sumner,Xavier,2017,2,52,E8,True,BE
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Dwayne Bacon,Florida State,2017,2,40,R32,True,ACC
Dusty Hannahs,Arkansas,2017,0,0,R32,True,SEC
Daniel Gafford,Arkansas,2019,2,38,Unranked,False,SEC
Damyean Dotson,Houston,2017,2,44,Unranked,False,Amer
Damian Jones,Vanderbilt,2016,1,30,R68,True,SEC
D.J. Wilson,Michigan,2017,1,17,S16,True,B10
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
Darius Garland,Vanderbilt,2019,1,5,Unranked,False,SEC
Denzel Valentine,Michigan State,2016,1,14,R64,True,B10
Dennis Smith Jr.,North Carolina State,2017,1,9,Unranked,False,ACC
Delon Wright,Utah,2015,1,20,S16,True,P12
Dejounte Murray,Washington,2016,1,29,Unranked,False,P12
Deandre Ayton,Arizona,2018,1,1,R64,True,P12
DeAndre' Bembry,St. Joseph's (PA),2016,1,21,Unranked,False,Unranked / Non-NCAA
De'Anthony Melton,Southern California,2018,2,46,Unranked,False,P12
De'Andre Hunter,Virginia,2019,1,4,Champions,True,ACC
De'Aaron Fox,Kentucky,2017,1,5,E8,True,SEC
Daryl Macon,Arkansas,2018,0,0,R64,True,SEC
Lonzo Ball,UCLA,2017,1,2,S16,True,P12
Sterling Brown,Southern Methodist,2017,2,46,Unranked,False,Unranked / Non-NCAA
Steven Adams,Pittsburgh,2013,1,12,R64,True,ACC
Svi Mykhailiuk,Kansas,2018,2,47,F4,True,B12
T.J. Leaf,UCLA,2017,1,18,S16,True,P12
T.J. McConnell,Arizona,2015,0,0,E8,True,P12
T.J. Warren,North Carolina State,2014,1,14,R64,True,ACC
Talen Horton-Tucker,Iowa State,2019,2,46,R64,True,B12
Taurean Prince,Baylor,2016,1,12,R64,True,B12
Terance Mann,Florida State,2019,2,48,S16,True,ACC
Terry Rozier,Louisville,2015,1,16,E8,True,BE
Thomas Bryant,Indiana,2017,2,42,Unranked,False,B10
Stanley Johnson,Arizona,2015,1,8,E8,True,P12
Solomon Hill,Arizona,2013,1,23,S16,True,P12
Romeo Langford,Indiana,2019,1,14,Unranked,False,B10
Rondae Hollis-Jefferson,Arizona,2015,1,23,E8,True,P12
Rui Hachimura,Gonzaga,2019,1,9,E8,True,WCC
Semi Ojeleye,Southern Methodist,2017,2,37,Unranked,False,Unranked / Non-NCAA
Shabazz Napier,Connecticut,2014,1,24,Champions,True,Amer
Shai Gilgeous-Alexander,Kentucky,2018,1,11,S16,True,SEC
Shake Milton,Southern Methodist,2018,2,54,Unranked,False,Unranked / Non-NCAA
Sindarius Thornwell,South Carolina,2017,2,48,F4,True,SEC
Skal Labissiere,Kentucky,2016,1,28,R32,True,SEC
Spencer Dinwiddie,Colorado,2014,2,38,R64,True,P12
Tim Hardaway Jr.,Michigan,2013,1,24,2ND,True,B10
Wendell Carter Jr.,Duke,2018,1,7,E8,True,ACC
Wes Iwundu,Kansas State,2017,2,33,R64,True,B12
Willie Cauley-Stein,Kentucky,2015,1,6,F4,True,SEC
Zach Collins,Gonzaga,2017,1,10,2ND,True,WCC
Zach LaVine,UCLA,2014,1,13,S16,True,P12
Zach Norvell Jr.,Gonzaga,2019,0,0,E8,True,WCC
Zhaire Smith,Texas Tech,2018,1,16,E8,True,B12
Zion Williamson,Duke,2019,1,1,E8,True,ACC
Lonnie Walker IV,Miami,2018,1,18,Unranked,False,Unranked / Non-NCAA
Victor Oladipo,Indiana,2013,1,2,S16,True,B10
Tony Bradley,North Carolina,2017,1,28,Champions,True,ACC
Tony Snell,New Mexico,2013,1,20,R64,True,MWC
Trae Young,Oklahoma,2018,1,5,R64,True,B12
Tremont Waters,Louisiana State,2019,2,51,S16,True,SEC
Trey Burke,Michigan,2013,1,9,2ND,True,B10
Ty Jerome,Virginia,2019,1,24,Champions,True,ACC
Tyler Herro,Kentucky,2019,1,13,E8,True,SEC
Tyrone Wallace,California,2016,2,60,R64,True,P12
Tyus Jones,Duke,2015,1,24,Champions,True,ACC
Trey Lyles,Kentucky,2015,1,12,F4,True,SEC
Rodney Hood,Duke,2014,1,23,R64,True,ACC
Troy Brown Jr.,Oregon,2018,1,15,Unranked,False,P12
Mason Plumlee,Duke,2013,1,22,E8,True,ACC
Matisse Thybulle,Washington,2019,1,20,R32,True,P12
Melvin Frazier Jr.,Tulane,2018,2,35,Unranked,False,Unranked / Non-NCAA
Mfiondu Kabengele,Florida State,2019,1,27,S16,True,ACC
Michael Carter-Williams,Syracuse,2013,1,11,F4,True,ACC
Michael Porter Jr.,Missouri,2018,1,14,R64,True,SEC
Mikal Bridges,Villanova,2018,1,10,Champions,True,BE
Mike Muscala,Bucknell,2013,2,44,R64,True,Pat
Miles Bridges,Michigan State,2018,1,12,R32,True,B10
Mitchell Robinson,Western Kentucky,2018,2,36,Unranked,False,SB
Marvin Bagley III,Duke,2018,1,2,E8,True,ACC
Miye Oni,Yale,2019,2,58,R64,True,Ivy
Marquese Chriss,Washington,2016,1,8,Unranked,False,P12
Luke Kennard,Duke,2017,1,12,R32,True,ACC
Malcolm Brogdon,Virginia,2016,2,36,E8,True,ACC
Malik Beasley,Florida State,2016,1,19,Unranked,False,ACC
Malik Monk,Kentucky,2017,1,11,E8,True,SEC
Malik Newman,Kansas,2018,0,0,F4,True,B12
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Marial Shayok,Iowa State,2019,2,54,R64,True,B12
Markelle Fultz,Washington,2017,1,1,Unranked,False,P12
Marques Bolden,Duke,2019,0,0,E8,True,ACC
Mo Bamba,Texas-Austin,2018,1,6,Unranked,False,Unranked / Non-NCAA
Montrezl Harrell,Louisville,2015,2,32,E8,True,BE
Pascal Siakam,New Mexico State,2016,1,27,Unranked,False,WAC
Pat Connaughton,Notre Dame,2015,2,41,E8,True,ACC
Patrick McCaw,UNLV,2016,2,38,Unranked,False,MWC
P.J. Washington,Kentucky,2019,1,12,E8,True,SEC
Quinndary Weatherspoon,Mississippi State,2019,2,49,R64,True,SEC
Reggie Bullock,North Carolina,2013,1,25,R32,True,ACC
Richaun Holmes,Bowling Green,2015,2,37,Unranked,False,Unranked / Non-NCAA
Monte Morris,Iowa State,2017,2,51,R32,True,B12
Robert Williams III,Texas A&M,2018,1,27,S16,True,SEC
RJ Barrett,Duke,2019,1,3,E8,True,ACC
Moritz Wagner,Michigan,2018,1,25,2ND,True,B10
Otto Porter Jr.,Georgetown,2013,1,3,R64,True,BE
Myles Turner,Texas-Austin,2015,1,11,Unranked,False,Unranked / Non-NCAA
Nassir Little,North Carolina,2019,1,25,S16,True,ACC
Nerlens Noel,Kentucky,2013,1,6,Unranked,False,SEC
Nickeil Alexander-Walker,Virginia Tech,2019,1,17,S16,True,ACC
Omari Spellman,Villanova,2018,1,30,Champions,True,BE
Nigel Williams-Goss,Gonzaga,2017,2,55,2ND,True,WCC
OG Anunoby,Indiana,2017,1,23,Unranked,False,B10
Noah Vonleh,Indiana,2014,1,9,Unranked,False,B10
Nicolas Claxton,Georgia,2019,2,31,Unranked,False,SEC
Norman Powell,UCLA,2015,2,46,S16,True,P12
Gary Trent Jr.,Duke,2018,2,37,E8,True,ACC
Gary Harris,Michigan State,2014,1,19,E8,True,B10
Georges Niang,Iowa State,2016,2,50,S16,True,B12
Grayson Allen,Duke,2018,1,21,E8,True,ACC
Glenn Robinson III,Michigan,2014,2,40,E8,True,B10
Gorgui Dieng,Louisville,2013,1,21,Champions,True,BE
Grant Riller,College of Charleston,2020,2,56,Unranked,False,CAA
Grant Williams,Tennessee,2019,1,22,S16,True,SEC
Hamidou Diallo,Kentucky,2018,2,45,S16,True,SEC
Henry Ellenson,Marquette,2016,1,18,Unranked,False,BE
Frank Mason,Kansas,2017,2,34,E8,True,B12
Harry Giles III,Duke,2017,1,20,R32,True,ACC
Frank Kaminsky,Wisconsin,2015,1,9,2ND,True,B10
Devonte' Graham,Kansas,2018,2,34,F4,True,B12
Ignas Brazdeikis,Michigan,2019,2,47,S16,True,B10
Dillon Brooks,Oregon,2017,2,45,F4,True,P12
Domantas Sabonis,Gonzaga,2016,1,11,S16,True,WCC
Donovan Mitchell,Louisville,2017,1,13,R32,True,BE
Donte DiVincenzo,Villanova,2018,1,17,Champions,True,BE
Doug McDermott,Creighton,2014,1,11,R32,True,BE
Frank Jackson,Duke,2017,2,31,R32,True,ACC
Dwayne Bacon,Florida State,2017,2,40,R32,True,ACC
Dwight Powell,Stanford,2014,2,45,S16,True,P12
Dylan Windler,Belmont,2019,1,26,R64,True,OVC
Edmond Sumner,Xavier,2017,2,52,E8,True,BE
Elfrid Payton,Louisana-Lafayette,2014,1,10,Unranked,False,Unranked / Non-NCAA
Elijah Hughes,Syracuse,2020,2,39,Unranked,False,ACC
Eric Paschall,Villanova,2019,2,41,R32,True,BE
Jayson Tatum,Duke,2017,1,3,R32,True,ACC
Jaren Jackson Jr.,Michigan State,2018,1,4,R32,True,B10
Jarred Vanderbilt,Kentucky,2018,2,41,S16,True,SEC
Jarrell Brantley,College of Charleston,2019,2,50,Unranked,False,CAA
Jarrett Allen,Texas-Austin,2017,1,22,Unranked,False,Unranked / Non-NCAA
Jarrett Culver,Texas Tech,2019,1,6,2ND,True,B12
Jaxson Hayes,Texas-Austin,2019,1,8,Unranked,False,Unranked / Non-NCAA
Jay Scrubb,                                   ,2020,2,55,Unranked,False,Unranked / Non-NCAA
Jaylen Brown,California,2016,1,3,R64,True,P12
Jaylen Nowell,Washington,2019,2,43,R32,True,P12
Jerami Grant,Syracuse,2014,2,39,R32,True,ACC
Jerome Robinson,Boston College,2018,1,13,Unranked,False,Unranked / Non-NCAA
Jevon Carter,West Virginia,2018,2,32,S16,True,B12
Joe Harris,Virginia,2014,2,33,S16,True,ACC
Joel Embiid,Kansas,2014,1,3,R32,True,B12
John Collins,Wake Forest,2017,1,19,R68,True,ACC
Jordan Bell,Oregon,2017,2,38,F4,True,P12
Immanuel Quickley,Kentucky,2020,1,25,Unranked,False,SEC
Isaac Okoro,Auburn,2020,1,5,Unranked,False,SEC
Isaiah Joe,Arkansas,2020,2,49,Unranked,False,SEC
Isaiah Roby,Nebraska-Lincoln,2019,2,45,Unranked,False,Unranked / Non-NCAA
Isaiah Stewart,Washington,2020,1,16,Unranked,False,P12
Ja Morant,Murray State,2019,1,2,R32,True,OVC
Jabari Parker,Duke,2014,1,2,R64,True,ACC
James Wiseman,Memphis,2020,1,2,Unranked,False,Amer
Jaden McDaniels,Washington,2020,1,28,Unranked,False,P12
Jahlil Okafor,Duke,2015,1,3,Champions,True,ACC
Jahmi'us Ramsey,Texas Tech,2020,2,43,Unranked,False,B12
Jake Layman,Maryland,2016,2,47,S16,True,B10
Jakob Poeltl,Utah,2016,1,9,R32,True,P12
Jalen Brunson,Villanova,2018,2,33,Champions,True,BE
Jalen Harris,Nevada,2020,2,59,Unranked,False,MWC
Jalen McDaniels,San Diego State,2019,2,52,Unranked,False,MWC
Jalen Smith,Maryland,2020,1,10,Unranked,False,B10
Jamal Murray,Kentucky,2016,1,7,R32,True,SEC
James Ennis III,California State-Long Beach,2013,2,50,Unranked,False,Unranked / Non-NCAA
Devin Vassell,Florida State,2020,1,11,Unranked,False,ACC
Bam Adebayo,Kentucky,2017,1,14,E8,True,SEC
Devin Booker,Kentucky,2015,1,13,F4,True,SEC
Jordan Bone,Tennessee,2019,2,57,S16,True,SEC
Ben McLemore,Kansas,2013,1,7,S16,True,B12
Ben Simmons,Louisiana State,2016,1,1,Unranked,False,SEC
Bobby Portis,Arkansas,2015,1,22,R32,True,SEC
Bol Bol,Oregon,2019,2,44,S16,True,P12
Brandon Clarke,Gonzaga,2019,1,21,E8,True,WCC
Bruce Brown,Miami,2018,2,42,Unranked,False,Unranked / Non-NCAA
Bruno Fernando,Maryland,2019,2,34,R32,True,B10
Buddy Hield,Oklahoma,2016,1,6,F4,True,B12
CJ Elleby,Washington State,2020,2,46,Unranked,False,P12
CJ McCollum,Lehigh,2013,1,10,Unranked,False,Unranked / Non-NCAA
Cam Reddish,Duke,2019,1,10,E8,True,ACC
Cameron Johnson,North Carolina,2019,1,11,S16,True,ACC
Brandon Ingram,Duke,2016,1,2,S16,True,ACC
Cameron Payne,Murray State,2015,1,14,Unranked,False,OVC
Zion Williamson,Duke,2019,1,1,E8,True,ACC
Aaron Gordon,Arizona,2014,1,4,E8,True,P12
Aaron Holiday,UCLA,2018,1,23,R68,True,P12
Aaron Nesmith,Vanderbilt,2020,1,14,Unranked,False,SEC
Abdel Nader,Iowa State,2016,2,58,S16,True,B12
Alex Len,Maryland,2013,1,5,Unranked,False,B10
Alize Johnson,Missouri State,2018,2,50,Unranked,False,Unranked / Non-NCAA
Andre Roberson,Colorado,2013,1,26,R64,True,P12
Andrew Wiggins,Kansas,2014,1,1,R32,True,B12
Anthony Edwards,Georgia,2020,1,1,Unranked,False,SEC
Armoni Brooks,Houston,2019,0,0,S16,True,Amer
Caris LeVert,Michigan,2016,1,20,R64,True,B10
Darius Garland,Vanderbilt,2019,1,5,Unranked,False,SEC
De'Aaron Fox,Kentucky,2017,1,5,E8,True,SEC
De'Andre Hunter,Virginia,2019,1,4,Champions,True,ACC
De'Anthony Melton,Southern California,2018,2,46,Unranked,False,P12
DeAndre' Bembry,St. Joseph's (PA),2016,1,21,Unranked,False,Unranked / Non-NCAA
Deandre Ayton,Arizona,2018,1,1,R64,True,P12
Dejounte Murray,Washington,2016,1,29,Unranked,False,P12
Delon Wright,Utah,2015,1,20,S16,True,P12
Dennis Smith Jr.,North Carolina State,2017,1,9,Unranked,False,ACC
Denzel Valentine,Michigan State,2016,1,14,R64,True,B10
Derrick White,Colorado,2017,1,29,Unranked,False,P12
Desmond Bane,TCU,2020,1,30,Unranked,False,B12
Daniel Oturu,Minnesota,2020,2,33,Unranked,False,B10
Daniel Gafford,Arkansas,2019,2,38,Unranked,False,SEC
Carsen Edwards,Purdue,2019,2,33,E8,True,B10
Cassius Stanley,Duke,2020,2,54,Unranked,False,ACC
Cassius Winston,Michigan State,2020,2,53,Unranked,False,B10
Chandler Hutchison,Boise State,2018,1,22,Unranked,False,MWC
Chasson Randle,Stanford,2015,0,0,Unranked,False,P12
Chimezie Metu,Southern California,2018,2,49,Unranked,False,P12
Chuma Okeke,Auburn,2019,1,16,F4,True,SEC
Coby White,North Carolina,2019,1,7,S16,True,ACC
Cody Martin,Nevada-Reno,2019,2,36,Unranked,False,Unranked / Non-NCAA
Damyean Dotson,Houston,2017,2,44,Unranked,False,Amer
Damian Jones,Vanderbilt,2016,1,30,R68,True,SEC
Dakota Mathias,Purdue,2018,0,0,S16,True,B10
Devin Cannady,Princeton,2019,0,0,Unranked,False,Ivy
D.J. Wilson,Michigan,2017,1,17,S16,True,B10
D'Angelo Russell,Ohio State,2015,1,2,R32,True,B10
Collin Sexton,Alabama,2018,1,8,R32,True,SEC
Cole Anthony,North Carolina,2020,1,15,Unranked,False,ACC
Cody Zeller,Indiana,2013,1,4,S16,True,B10
Jordan Clarkson,Missouri,2014,2,46,Unranked,False,SEC
Marcus Smart,Oklahoma State,2014,1,6,R64,True,B12
Jordan Nwora,Louisville,2020,2,45,Unranked,False,BE
Trey Lyles,Kentucky,2015,1,12,F4,True,SEC
Trey Burke,Michigan,2013,1,9,2ND,True,B10
